theta1,theta2
-71.98239150639021,-108.10501951108532
-71.13765581835126,-107.72342049565873
-70.25197053022181,-107.31336958059664
-69.32653454944068,-106.872746976919
-68.3626153739042,-106.39935088907201
-67.36155037315243,-105.89090425814277
-66.32474837994464,-105.34506199603206
-65.25369162876098,-104.7594186683079
-64.14993806917718,-104.13151657749289
-63.015124070825536,-103.45885419333618
-61.85096752296109,-102.73889487181755
-60.65927131575791,-101.9690757998153
-59.44192717267389,-101.14681709713996
-58.20091978387806,-100.26953100165987
-56.93833117017054,-99.33463105631368
-55.65634518535773,-98.33954120889841
-54.357252042940274,-97.28170472686519
-53.043452730417904,-96.15859282047737
-51.717463151576176,-94.9677128594875
-50.38191781368763,-93.70661606231205
-49.039572852270666,-92.37290453438638
-47.6933081601904,-90.96423753646033
-46.34612835924968,-89.478336877296
-45.001162319124184,-87.9129913527478
-43.66166088774923,-86.26606019991387
-42.33099244506394,-84.53547560782151
-41.01263582278242,-82.71924443373928
-39.71017003902642,-80.81544942792588
-38.427260168226944,-78.82225048370807
-37.16763849090275,-76.73788672216104
-35.93507982906923,-74.56068061335607
-34.73336965305888,-72.28904585500196
-33.566263125843214,-69.92150140231482
-32.43743271678551,-67.45669489536435
-31.350401366241755,-64.89343977376897
-30.308457443390044,-62.230771580794375
-29.31454699879897,-59.468030244833464
-28.3711382625013,-56.60497625713564
-27.48005334089084,-53.64194918722849
-26.642263232926982,-50.580076103541735
-25.857645529447243,-47.421533987657114
-25.124710629294288,-44.16986257229096
-24.44031305606311,-40.83031066868137
-23.799379636312562,-37.41017954813013
-23.194703802343838,-33.919103761253886
-22.616869368140087,-30.369190184593666
-22.054368394584692,-26.77493233413997
-21.49395649274176,-23.15284205566687
-20.921242253511288,-19.52079883491078
-20.32144649843455,-15.897194192734538
-19.68021591421308,-12.300013568510128
-18.98435907154894,-8.746018546675781
-18.222399283860568,-5.250157388074674
-17.384894231548593,-1.8252601843980718
-16.464530658757305,1.5179992232465829
-15.456042498152339,4.770941741084555
-14.356015599704488,7.926605301633851
-13.162637193923919,10.979425061050437
-11.875433267332227,13.924924386554984
-10.49502054269005,16.759447143206526
-9.02288630984002,19.479944066881306
-7.461200279775095,22.083814386227658
-5.812657467000684,24.568797492270505
-4.080348752955568,26.932906789459782
-2.2676551800812765,29.174397445419043
-0.37816236728258706,31.291760528696283
1.584407801097976,33.28373731495811
3.616250184221139,35.14934897425595
5.713515231588745,36.88793823189866
7.872334096953313,38.49922083071703
10.088829892918692,39.98334566407541
12.359114582716064,41.34096325357807
14.67927083900922,42.57330275093372
17.045318298553788,43.682257753185496
19.45316409226058,44.670480795929926
21.89853844850316,45.541485255984995
24.376917680396716,46.29975137365545
26.883439066956306,46.95083008040363
29.412814994820653,47.50143436363208
31.95925697021259,47.95950345106456
34.51642309795632,48.33422112434713
37.077404290277556,48.63596754324061
39.634763472525464,48.87618600814992
42.180637238525684,49.0671537228277
44.70690052451125,49.22165908813486
47.2053832437208,49.35260529598443
49.66811643296658,49.47257655463422
52.08757802969332,49.593413703021
54.4569077253402,49.7258462262892
56.77006683297267,49.87921728873589
59.021930494972615,50.06132080134799
61.208312048139156,50.27835039872359
63.32592943919209,50.534944746933974
65.37232931559988,50.834304710145446
67.34578572790869,51.17835569825462
69.24518844695598,51.56793126367181
71.06993229628786,52.00295937107875
72.81981496147463,52.482638725342284
74.49494729650395,53.005597839905306
76.09567755616798,53.57003360109783
77.6225292665294,54.17382886692694
79.07615145866063,54.814650325273504
80.4572795371714,55.49002870578542
81.76670495062606,56.197423760038454
83.00525193100445,56.934276410407534
84.17375977200345,57.69805027326969
85.27306935580522,58.4862644874843
86.30401287664148,59.29651948545142
87.26740592714297,60.126517064772884
88.1640413017335,60.97407586930092
88.99468402862757,61.83714317424745
89.76006727033891,62.71380369028408
90.46088883567865,63.6022859525438
91.09780812821519,64.50096673736815
91.67144342120233,65.40837384759683
92.18236940080897,66.32318752156719
92.63111496138204,67.244240647707
93.01816127122974,68.17051790218328
93.34394015736083,69.10115386859194
93.6088328846638,70.03543014375343
93.8131694306741,70.97277138043503
93.95722838247839,71.91274016488178
94.04123760812993,72.85503057361716
94.06537588137107,73.79946019998677
94.02977566499219,74.74596038720797
93.93452728345265,75.694564353326
93.77968473697676,76.64539284816671
93.56527342329966,77.59863694891563
93.29130003391475,78.55453758771269
92.95776487141919,79.51336142292784
92.56467678375407,80.47537272981918
92.11207081866534,81.44080111263337
91.60002855614961,82.40980504604957
91.02870086855715,83.3824315536997
90.3983325835251,84.35857273202208
89.7092881904715,85.33792032088522
88.96207735917434,86.31992007763546
88.15737867127565,87.3037282687205
87.29605966581796,88.28817306208614
86.37919114742868,89.27172386956909
85.40805378187132,90.25247163245191
84.38413536977244,91.22812257298462
83.30911786105872,92.19600702168073
82.18485409928478,93.15310364035675
81.0133353448172,94.09607786208842
79.7966516445817,95.02133190636339
78.53694790787932,95.92506256575672
77.23637896557942,96.80332231308947
75.89706686728329,97.65207924750639
74.52106323822292,98.46727195024224
73.1103187874394,99.2448563045713
71.66666118835114,99.9808425326953
70.19178169890932,100.67132189563847
68.68723017167487,101.31248351915585
67.15441759120179,101.90062255127972
65.59462498124103,102.4321413006109
64.00901742229345,102.90354517922792
62.39866196414399,103.31143524141442
60.76454835572506,103.65249893930046
59.10761169875919,103.92350047239789
57.42875632561984,104.1212718388848
55.72888038116952,104.24270543508507
54.0089007389904,104.28474881412892
52.269777998476215,104.24440201243586
50.51254139021443,104.11871768317482
48.73831346570875,103.90480413468877
46.94833446817461,103.59983125256089
45.14398627890659,103.20103917977015
43.32681581364595,102.70574953413218
41.498557710364096,102.11137885107608
39.66115610859645,101.41545384938736
37.81678527542089,100.61562802604757
35.96786878881466,99.70969899346854
34.11709694988465,98.69562587945359
32.267442065806904,97.57154601961898
30.42217122965658,96.3357900873586
28.584856225906268,94.98689473213183
26.759380215061324,93.52361173776534
24.94994090081122,91.94491267353771
23.161049960225977,90.24998799666433
21.397528622383103,88.43823957925835
19.66449941178378,86.50926567864735
17.96737422581136,84.46283744853406
16.311839082872357,82.2988662002598
14.703836048303929,80.01736076830723
13.14954300211094,77.61837451325178
11.655352032815019,75.10194171374499
10.227847292261975,72.4680033708486
8.87378307977089,69.71632280436613
7.600062670258578,66.84639192357102
6.413717852464911,63.85732981821171
5.321888131559702,60.74777654202283
4.331796806841822,57.51578699667649
3.4507182317514316,54.158733247777626
2.6859258259903966,50.673229355189946
2.0446028142629227,47.05510234073328
1.5336857703196227,43.299448370068475
1.1595931374342585,39.400837247279604
0.9277658758914201,35.353763026127645
0.8419175549885143,31.15348186938743
0.902869127812673,26.79741474484491
1.1068650443108115,22.287275303658397
1.4434048281283445,17.631914125169303
1.8929697660621863,12.850420150561533
2.425569815600142,7.974287309075349
3.0014370172869125,3.0468894542999916
3.5747463428731483,-1.8809430870529762
4.099660410124475,-6.758370118701113
4.536372939634688,-11.541982673247329
4.854828035985329,-16.200213989065574
5.035415300180586,-20.71385259479109
5.067522733636853,-25.07386849235086
4.947272278092708,-29.278309461956475
4.675361041597429,-33.32945778988089
4.255386344366763,-37.23170498009573
3.6926879345930326,-40.990152364373905
2.993603765712472,-44.609776965602755
2.1650145600291846,-48.09498503937116
1.214074553137566,-51.44941227238582
0.14805566872055642,-54.67587292517105
-1.025742600513996,-57.776394846353305
-2.3000474121328063,-60.75230123010662
-3.6676487844317394,-63.6043153694912
-5.1214280672460415,-66.33267413913525
-6.654384176490409,-68.93724164784875
-8.259660166894912,-71.41761790037617
-9.930570955443066,-73.77323933735154
-11.660631987532595,-76.00346936176082
-13.443588091736874,-78.10767775374147
-15.273441528508659,-80.0853084229076
-17.144478194361145,-81.93593535952914
-19.051291023338102,-83.65930698087027
-20.988799781515933,-85.2553793542212
-22.9522666415664,-86.72433902423936
-24.93730712630279,-88.06661638149522
-26.93989620285488,-89.28289068088807
-28.95636947834204,-90.3740879521377
-30.983419583778026,-91.34137314075002
-33.018087929302204,-92.18613787981032
-35.05775206762369,-92.90998532603035
-37.100108913219664,-93.51471350480368
-39.143154033807704,-94.00229860676696
-41.18515716110502,-94.37487967067321
-43.22463396480768,-94.63474608105595
-45.26031400413722,-94.7843293079125
-47.29110462548198,-94.82620031773467
-49.31605042795213,-94.76307408030185
-51.3342877943618,-94.59782256042152
-53.344993918373625,-94.3334974765628
-55.34732980081473,-93.97336386287066
-57.34037691144164,-93.52094499151045
-59.32306770982866,-92.98007837278054
-61.29411109736455,-92.35498120640041
-63.25191522838873,-91.65032167952666
-65.19451198025975,-90.87128985029892
-67.11948966920106,-90.02365867044456
-69.02394296168198,-89.11382247175312
-70.90445071061907,-88.14879789820948
-72.75709268394122,-87.13617214557208
-74.57751381968106,-86.08398689435745
-76.36103911205234,-85.00055432028338
-78.10283389059653,-83.8942134344859
-79.79809485929239,-82.77304820645165
-81.4422496487453,-81.64459943334825
-83.03113961192047,-80.51560620159563
-84.56116353881384,-79.39180817186637
-86.02936800517837,-78.27782813812826
-87.43348047378444,-77.17713930859965
-88.77189080095788,-76.09210814451075
-90.04359315034075,-75.02409464191493
-91.24810275503542,-73.97358863914141
-92.38536114304537,-72.94036211397787
-93.45564065733706,-71.92362160179962
-94.45945565561972,-70.92214995272678
-95.39748457359285,-69.93443134991813
-96.27050453049056,-68.95875718752319
-97.07933844851851,-67.99331291467371
-97.82481365004236,-67.03624743657139
-98.50773041378375,-66.08572737959344
-99.12883883823184,-65.1399787299973
-99.68882243409769,-64.19731825338539
-100.18828704578262,-63.25617684364057
-100.62775391851677,-62.31511663216052
-101.00765594443077,-61.37284336772462
-101.328336317392,-60.42821528383299
-101.59004899470634,-59.480249416354795
-101.79296050223732,-58.52812612235805
-101.93715273011,-57.571192378401086
-102.02262645244704,-56.60896429836765
-102.04930537042318,-55.64112920149557
-102.01704052702036,-54.66754747517783
-101.92561497746884,-53.68825440963043
-101.77474862418538,-52.70346212860833
-101.56410314127048,-51.713561698751334
-101.29328692305556,-50.71912546728335
-100.96185999516891,-49.7209096516863
-100.56933882619062,-48.719857184134796
-100.11520097403472,-47.71710079682188
-99.59888949440142,-46.71396632107015
-99.01981702953938,-45.71197616280533
-98.37736948462553,-44.71285290926964
-97.6709091867501,-43.71852301661525
-96.89977740822604,-42.73112052517791
-96.06329612219366,-41.75299074875491
-95.16076884479337,-40.78669388602353
-94.19148040517115,-39.8350085061284
-93.15469547306303,-38.90093486597665
-92.04965566471974,-37.98769802301665
-90.87557504289349,-37.09875071268868
-89.6316338274824,-36.237775961759674
-88.31697014302918,-35.40868940332643
-86.93066965171127,-34.61564124009982
-85.47175296184231,-33.863017760087054
-83.93916077137578,-33.15544222853394
-82.33173681725198,-32.49777484038027
-80.64820887548996,-31.895111186384092
-78.8871683250865,-31.352778315920656
-77.0470491980669,-30.87632690034753
-75.12610825808254,-30.47151711109957
-73.12240858204775,-30.144294481152922
-71.0338105064031,-29.90075001595104
-68.85797583357459,-29.747055895686515
-66.59239411000682,-29.689363950167014
-64.23444381936582,-29.733648394653763
-61.78150658542639,-29.885467012034308
-59.231158604253665,-30.149606654418154
-56.58146909438046,-30.52957181706888
-53.83143696312087,-31.026874457756197
-50.98158699167276,-31.640099593870303
-48.03471446884902,-32.36377051645597
-44.99670073878715,-33.18713596620676
-41.87722207260449,-34.09314758266334
-38.69007513540178,-35.0580382700491
-35.452825009832125,-36.051933188306386
-32.18563472121872,-37.04069752449719
-28.90945157163525,-37.988760461080325
-25.644034741253304,-38.86220081246056
-22.406385247741596,-39.63126362350767
-19.2099253423979,-40.27178450954941
-16.06443983401581,-40.765485374086154
-12.976553604432311,-41.099456895897525
-9.950459296777913,-41.26523861821746
-6.988672449551037,-41.25782201352073
-4.092689783117398,-41.07476221894708
-1.2635057527230733,-40.715469227004284
1.49801109874069,-40.18068068970851
