theta_1,theta_2
90.0,90.0
89.97189642155746,89.99999999774619
89.88758578088984,89.99999982871047
89.74706892991964,89.9999980324531
89.55034918143298,89.99998892989376
89.29743514697863,89.99995775823393
88.98834470453433,89.99987386878853
88.62311008486225,89.99968200609763
88.20178405425668,89.99929170530265
87.7244471543168,89.99856487312329
87.19121593548515,89.99730165751585
86.60225208977918,89.99522476332442
85.95777234937097,89.99196243618105
85.25805897220334,89.98703041356802
84.50347058547594,89.9798132277133
83.6944531056445,89.96954533530904
82.83155040395665,89.95529263726594
81.91541434516763,89.93593502917291
80.94681380054485,89.91015067960008
79.92664223146404,89.87640275804355
78.85592346303338,89.83292931713342
77.73581532261078,89.7777369672437
76.5676109070965,89.70859886276935
75.35273736271567,89.62305735090506
74.09275220436415,89.51843142532408
72.78933735695372,89.39182889464692
71.44429125399084,89.24016293973281
70.05951946315626,89.06017251739276
68.63702441045598,88.84844589250964
67.17889483263897,88.60144646241368
65.68729559631267,88.31553998599188
64.16445848181272,87.98702234611095
62.612674446321705,87.61214704993861
61.0342877642398,87.18715179361854
59.43169230606377,86.70828356764915
57.807330073066524,86.17182193859412
56.1636919654955,85.57410029460007
54.50332063579393,84.91152497352503
52.82881517125497,84.1805922948843
51.14283726515488,83.37790358666314
49.44811847170522,82.50017833592551
47.747468096071636,81.54426560197355
46.04378124294492,80.50715381880198
44.34004653182157,79.38597908736861
42.639352980180306,78.17803202610179
40.94489555307604,76.8807632187236
39.25997887528921,75.49178728064257
37.58801859586316,74.00888556780973
35.93253987992713,72.43000758441842
34.29717247346574,70.75327121835504
32.685641736030355,68.97696205738809
31.10175495520201,67.09953222809683
29.54938213347986,65.11959946926342
28.032430259307024,63.03594752036073
26.554809823386464,60.84752939472916
25.120392003373823,58.55347573765147
23.732954502463784,56.15311125976878
22.39611349022134,53.64598319109242
21.113238483637456,51.03190679424736
19.887346400293417,48.31103411893859
18.72097058069545,45.48395317075325
17.616000623404695,42.551825116773
16.57348991929202,39.51656639241274
15.593430570354677,36.38107959813483
14.674500891213025,33.14953056791984
13.813799809485925,29.827657656325194
13.006595399171443,26.423082661155462
12.246129935538313,22.94557265013822
11.523536769392974,19.407183912704454
10.827927362458,15.82221320182771
10.146691533021954,12.20689865095898
9.466016493375665,8.578858745029011
8.771577610716346,4.9563239060460385
8.049304845688484,1.3572773698038696
7.286105717585175,-2.2013487676796135
6.470439906121864,-5.704295101121194
5.592684879649617,-9.138343617018654
4.645285366474882,-12.492430754354805
3.622721419150613,-15.757553910481748
2.521350322186762,-18.926544191532034
1.33917840606723,-21.993776662620295
0.07560783024284425,-24.95487321599719
-1.2688113721721759,-27.806432999782448
-2.6926070384087897,-30.545807740792114
-4.193581243858056,-33.17092677442731
-5.768976240149452,-35.680169082306875
-7.415612131913663,-38.07227595670232
-9.129999751988864,-40.3462967284184
-10.908432358728163,-42.501560235615806
-12.74705937836484,-44.5376656416318
-14.641944799549728,-46.45448738592855
-16.589112191466313,-48.252190231161414
-18.58457775839272,-49.931251431774804
-20.62437240301489,-51.492487943649444
-22.704553460843517,-52.93708729974921
-24.821206590686316,-54.266641283384466
-26.970438262630076,-55.48318182759847
-29.14835938121531,-56.58921863960431
-31.351060828767796,-57.58777787119327
-33.574582126082774,-58.48244070787371
-35.8148749937086,-59.27738002126625
-38.06776434777231,-59.97739224158627
-40.328910134144586,-60.58792043648008
-42.59377429119096,-61.115063389722586
-44.857597858623954,-61.56556452345434
-47.11539357004865,-61.94677416513175
-49.36195889312026,-62.26657933634197
-51.59191316618205,-62.53329727834112
