theta_1,theta_2
90.0,90.0
90.0,90.0
89.99997751713612,90.0
89.99993255140835,90.0
89.99986510281671,90.0
89.9997751713612,90.0
89.99966275704178,90.0
89.99952785985849,90.0
89.99937047981133,89.99999999999999
89.9991906169003,89.99999999999996
89.9989882711254,89.99999999999993
89.99876344248662,89.99999999999986
89.99851613098399,89.99999999999974
89.99824633661753,89.99999999999957
89.99795405938723,89.99999999999929
89.99763929929314,89.99999999999888
89.99730205633526,89.9999999999983
89.99694233051365,89.99999999999747
89.99656012182834,89.99999999999632
89.99615543027937,89.99999999999478
89.99572825586681,89.99999999999274
89.99527859859074,89.99999999999007
89.99480645845124,89.99999999998661
89.99431183544841,89.99999999998221
89.99379472958236,89.99999999997667
89.99325514085324,89.99999999996976
89.99269306926116,89.99999999996122
89.99210851480633,89.99999999995076
89.99150147748894,89.99999999993805
89.99087195730917,89.99999999992271
89.9902199542673,89.99999999990433
89.98954546836359,89.99999999988245
89.98884849959833,89.99999999985654
89.98812904797187,89.99999999982604
89.98738711348456,89.99999999979033
89.98662269613679,89.99999999974871
89.98583579592903,89.99999999970042
89.98502641286176,89.99999999964461
89.9841945469355,89.99999999958042
89.9833401981508,89.99999999950684
89.9824633665083,89.99999999942281
89.98156405200868,89.99999999932717
89.98064225465265,89.99999999921869
89.97969797444101,89.99999999909599
89.9787312113746,89.99999999895766
89.97774196545431,89.99999999880211
89.97673023668115,89.99999999862769
89.97569602505612,89.99999999843261
89.97463933058036,89.99999999821495
89.97356015325506,89.99999999797265
89.97245849308148,89.99999999770357
89.97133435006099,89.99999999740534
89.97018772419499,89.99999999707553
89.96901861548504,89.9999999967115
89.96782702393274,89.99999999631046
89.96661294953984,89.99999999586949
89.96537639230812,89.99999999538545
89.96411735223951,89.99999999485503
89.96283582933609,89.99999999427476
89.96153182359994,89.99999999364096
89.96020533503335,89.99999999294971
89.95885636363872,89.99999999219698
89.95748490941853,89.99999999137843
89.9560909723754,89.99999999048956
89.95467455251216,89.99999998952559
89.95323564983165,89.99999998848155
89.95177426433696,89.9999999873522
89.95029039603128,89.99999998613202
89.94878404491794,89.99999998481532
89.94725521100048,89.99999998339605
89.94570389428254,89.99999998186793
89.94413009476798,89.99999998022436
89.9425338124608,89.99999997845848
89.94091504736515,89.9999999765631
89.9392737994854,89.99999997453075
89.93761006882615,89.99999997235362
89.93592385539208,89.99999997002358
89.93421515918817,89.99999996753215
89.93248398021953,89.9999999648705
89.93073031849154,89.99999996202946
89.92895417400975,89.99999995899948
89.92715554677991,89.99999995577065
89.92533443680809,89.99999995233266
89.92349084410046,89.9999999486748
89.92162476866355,89.99999994478598
89.91973621050404,89.99999994065465
89.9178251696289,89.99999993626889
89.91589164604535,89.9999999316163
89.91393563976088,89.99999992668407
89.91195715078322,89.99999992145888
89.9099561791204,89.99999991592699
89.90793272478071,89.99999991007415
