theta_1,theta_2
90.0,90.0
90.0,90.0
89.96838347266744,90.0
89.90515041800231,90.0
89.81030088895386,89.99999990372864
89.68383522247005,89.99999911430616
89.52575447269282,89.99999578336795
89.33606104618629,89.99998571382908
89.11475953885109,89.99996091685001
88.86185777372569,89.9999078243036
88.57736803812722,89.99980515926916
88.26130851747045,89.99962146891205
87.91370492155163,89.9993123266619
87.5345922970359,89.99881721398275
87.12401701729182,89.99805609632152
86.68203893754152,89.99692571308506
86.20873369953323,89.99529560775649
85.70419516561587,89.99300393149224
85.1685379572676,89.98985306165768
84.60190006791163,89.98560508560203
84.00444551441034,89.97997720929696
83.37636698618962,89.97263715993172
82.71788844579608,89.96319866073613
82.02926763017587,89.95121706466686
81.3107983984763,89.9361852405441
80.56281287012493,89.917529810116
79.78568329675416,89.89460783670441
78.9798236135878,89.8667040649362
78.14569062049284,89.83302880608653
77.28378475020057,89.79271655442241
76.39465039123081,89.74482540653949
75.47887574563065,89.68833733821943
74.53709221636537,89.6221593723053
73.56997333547041,89.54512564731746
72.57823326108984,89.45600037111713
71.56262488836542,89.35348161818793
70.5239376348016,89.23620590447847
69.46299497424704,89.10275345165667
68.38065180413587,88.95165403435465
67.27779173745165,88.78139329055928
66.15532441359593,88.59041936739914
65.0141829208344,88.37714977245426
63.855321417427234,88.13997830420051
62.67971302936328,87.87728194373462
61.48834809046451,87.58742760262275
60.28223277630456,87.26877863746539
59.0623881677548,86.91970105935714
57.82984976388208,86.5385693846229
56.58566744814152,86.12377209091616
55.33090589697846,85.67371665902856
54.066645406557015,85.18683419486237
52.79398310168744,84.66158363748316
51.514034481285684,84.09645556776012
50.22793524688542,83.48997563779304
48.93684335473929,82.84070764427845
47.64194122771572,82.1472562694813
46.34443806029213,81.40826951195729
45.04557214820622,80.62244082608007
43.74661317349337,79.7885109852734
42.448864375449766,78.90526967914906
41.15366453827361,77.97155685002969
39.86238972651748,76.98626377010982
38.576454699807215,75.94833385729099
37.29731393831894,74.85676322603967
36.02646221001003,73.71060096999085
34.76543460929241,72.50894917601877
33.51580599438395,71.25096267573353
32.279189746565336,69.93584855051823
31.05723576849656,68.56286542107901
29.85162762997432,67.13132257294062
28.664078757260647,65.64057899644398
27.49632754543853,64.09004245482714
26.350131251034025,62.47916873834497
25.227258493101825,60.80746131775738
24.12948015369021,59.07447167873291
23.058558421633712,57.27980070170876
22.016233665657236,55.42310155136721
21.004208752952447,53.504084657529255
20.02413034780745,51.52252550525422
19.077566633417533,49.478276104495336
18.165980803592642,47.37128117330917
17.29069957948007,45.20160023174804
16.45287593680302,42.96943694504449
15.653445209314064,40.67517713936242
14.893073806477103,38.31943688669077
14.1721000081339,35.903121838214034
13.490466755927649,33.42749847104876
12.847647146154497,30.89427697136183
12.242564538540465,28.30570397154679
11.673510897030107,25.664661189389594
11.138069153634365,22.9747631898
