theta_1,theta_2
90.0,90.0
78.84750662277386,89.85746973728565
49.6227859014445,82.19963197080222
19.12800140781528,45.13641962523043
-0.5859464555144125,-19.845970944639923
-35.60546817193823,-58.01976951923527
-72.436764606064,-69.1918839287612
-89.41352300892949,-78.30436262975947
-83.24399287860265,-88.62723340122578
-57.27486640514153,-94.25532320480696
-23.7348338838999,-73.85063434505567
-8.2624708521591,-9.265786067828916
13.938185185016492,50.539426081392705
57.331082919463704,65.74387367928585
88.71241665968357,67.42914524957303
95.6237446345168,73.45926285921355
79.99822045943685,79.50885977792403
45.459894433258484,79.89309096595079
11.27193773102529,47.06284282777772
-1.9144799852717342,-24.82921448406878
-29.474273044240032,-73.59904232740335
-67.6529729021247,-80.86879515141968
-92.00627280521081,-73.71795897839814
-93.31377464724129,-67.68040748204817
-71.23680884502933,-63.491309915982654
-29.871407289087678,-57.15173815766264
3.6030571590803406,-15.933694894723862
23.60195343225612,45.977683535774766
52.22501063738691,79.58325782811964
75.57400334023576,90.75534494041919
80.6783540109264,95.41758916119173
65.43087157608979,96.59250058727484
37.37296286727431,81.23010284231336
15.98905385937545,30.73844896360449
-4.8901656965260445,-29.63792980700053
-44.61070644653016,-55.784027907702935
-76.74597676565557,-66.89323187853797
-85.65197895634893,-81.16841494150624
-72.13942283824966,-95.478733165532
-43.230736454826406,-96.89202726111971
-12.651951255129593,-64.31314263448512
-9.251863743024305,14.380668601124814
14.578914823345192,71.67309151633098
57.2983429578994,79.26352835375992
90.66434574678233,63.85129473226263
99.27028752229857,52.607332768284735
84.91492367009232,40.917210167382684
41.70668057468492,45.1527348220741
-7.733334438492049,33.42231370258157
-25.70188439329589,-28.727068013548404
-39.027548547419265,-85.33369632761521
-59.61926646031597,-109.64445015508927
-68.4487754944785,-116.69402570927345
-59.837947053763884,-114.23865148212111
-38.058900641002296,-94.76426509797292
-21.409655401166606,-42.95863911468592
-6.743740790726114,22.28009536703405
33.194069670988384,49.73797903843297
71.22117359249631,56.627615064347964
85.3162830464664,69.63696874238529
75.47240085923018,85.2006628170704
47.932132010016254,92.94937635201057
15.859844429595453,70.57715639165131
4.96148106993098,4.017994575158912
-12.370415213307707,-56.63617824295016
-51.70273900905725,-71.66338677942903
-83.1517340460117,-65.45167017662045
-91.19488205395615,-62.08281890058541
-76.09999293010314,-60.1552200270084
-38.33216333250816,-61.462085412769774
-0.6552512418406735,-34.48929871946286
13.268090043481955,31.727713799133653
34.39613850469176,80.3496297133656
61.97351608592301,94.62725159124666
77.44468230734876,91.5792861385931
