theta_1,theta_2
90.0,90.0
89.99998875856805,90.0
89.99995503427223,90.0
89.99989882711253,90.0
89.99982013708896,90.0
89.99971896420149,90.0
89.99959530845014,90.0
89.99944916983492,89.99999999999999
89.99928054835584,89.99999999999996
89.99908944401287,89.99999999999991
89.99887585680605,89.99999999999983
89.99863978673538,89.9999999999997
89.99838123380087,89.99999999999949
89.99810019800253,89.99999999999918
89.99779667934041,89.9999999999987
89.99747067781453,89.99999999999802
89.99712219342491,89.9999999999971
89.99675122617163,89.99999999999582
89.99635777605471,89.99999999999412
89.99594184307423,89.99999999999187
89.99550342723026,89.99999999998893
89.9950425285229,89.99999999998516
89.99455914695226,89.99999999998039
89.99405328251842,89.99999999997438
89.99352493522157,89.99999999996692
89.99297410506185,89.99999999995774
89.99240079203942,89.99999999994652
89.9918049961545,89.99999999993294
89.99118671740732,89.9999999999166
89.99054595579813,89.99999999989704
89.98988271132718,89.99999999987381
89.98919698399482,89.99999999984637
89.98848877380138,89.99999999981412
89.98775808074723,89.99999999977645
89.98700490483279,89.9999999997326
89.98622924605854,89.99999999968179
89.98543110442493,89.9999999996232
89.98461047993256,89.99999999955587
89.98376737258198,89.9999999994788
89.98290178237384,89.99999999939091
89.98201370930883,89.99999999929099
89.98110315338769,89.99999999917777
89.98017011461125,89.99999999904986
89.97921459298034,89.9999999989058
89.97823658849593,89.99999999874396
89.977236101159,89.99999999856266
89.9762131309706,89.99999999836004
89.97516767793189,89.99999999813417
89.97409974204409,89.99999999788295
89.9730093233085,89.99999999760415
89.9718964217265,89.9999999972954
89.97076103729954,89.9999999969542
89.96960317002922,89.99999999657784
89.96842281991717,89.9999999961635
89.96721998696515,89.99999999570817
89.96599467117501,89.99999999520867
89.96474687254872,89.99999999466164
89.96347659108835,89.99999999406351
89.96218382679608,89.99999999341057
89.96086857967421,89.99999999269883
89.9595308497252,89.99999999192417
89.95817063695156,89.99999999108216
89.956787941356,89.99999999016826
89.95538276294133,89.99999998917761
89.9539551017105,89.99999998810513
89.95250495766663,89.99999998694551
89.95103233081296,89.99999998569318
89.94953722115291,89.99999998434228
89.94801962869,89.99999998288673
89.94647955342802,89.99999998132012
89.94491699537082,89.99999997963579
89.94333195452249,89.99999997782675
89.94172443088728,89.99999997588571
89.94009442446959,89.99999997380512
89.93844193527407,89.99999997157703
89.93676696330552,89.99999996919318
89.93506950856893,89.99999996664502
89.93334957106956,89.99999996392359
89.9316071508128,89.99999996101957
89.92984224780429,89.99999995792331
89.9280548620499,89.99999995462476
89.92624499355573,89.99999995111348
89.9244126423281,89.99999994737864
89.92255780837354,89.999999943409
89.92068049169889,89.99999993919286
89.91878069231119,89.99999993471816
89.91685841021776,89.99999992997235
89.91491364542615,89.99999992494247
89.91294639794424,89.99999991961505
89.91095666778011,89.99999991397618
89.90894445494219,89.99999990801147
89.90690975943915,89.99999990170602
89.90485258127995,89.99999989504444
89.90277292047392,89.9999998880108
89.90067077703063,89.99999988058869
89.89854615095997,89.99999987276108
89.89639904227218,89.9999998645105
89.89422945097782,89.99999985581881
89.89203737708776,89.99999984666736
89.88982282061326,89.99999983703691
89.88758578156587,89.9999998269076
89.88532625995757,89.99999981625895
89.8830442558006,89.99999980506989
89.88073976910765,89.99999979331871
89.87841279989179,89.99999978098302
89.87606334816644,89.9999997680398
89.87369141394544,89.99999975446535
89.871296997243,89.99999974023527
89.86888009807376,89.99999972532447
89.86644071645279,89.99999970970715
89.86397885239553,89.99999969335677
89.86149450591793,89.99999967624606
89.85898767703632,89.99999965834701
89.8564583657675,89.9999996396308
89.85390657212872,89.99999962006787
89.85133229613768,89.99999959962784
89.8487355378126,89.99999957827956
89.84611629717214,89.99999955599098
89.84347457423546,89.99999953272928
89.84081036902218,89.99999950846077
89.8381236815525,89.99999948315087
89.8354145118471,89.99999945676414
89.83268285992717,89.99999942926426
89.82992872581444,89.99999940061393
89.82715210953117,89.999999370775
89.82435301110021,89.99999933970834
89.82153143054492,89.99999930737386
89.81868736788927,89.9999992737305
89.81582082315778,89.99999923873621
89.81293179637555,89.99999920234795
89.81002028756829,89.99999916452165
89.80708629676232,89.9999991252122
89.80412982398457,89.99999908437343
89.8011508692626,89.99999904195812
89.79814943262458,89.99999899791794
89.79512551409935,89.99999895220348
89.79207911371637,89.9999989047642
89.7890102315058,89.99999885554843
89.78591886749845,89.99999880450333
89.78280502172584,89.99999875157492
89.77966869422012,89.99999869670803
89.77650988501419,89.99999863984625
89.77332859414166,89.99999858093199
89.77012482163687,89.99999851990638
89.76689856753485,89.99999845670935
89.76364983187143,89.99999839127952
89.76037861468315,89.99999832355421
89.75708491600733,89.99999825346946
89.75376873588206,89.99999818095992
89.75043007434624,89.999998105959
89.74706893143953,89.99999802839865
89.74368530720241,89.9999979482095
89.7402792016762,89.99999786532071
89.736850614903,89.99999777966006
89.7333995469258,89.99999769115394
89.7299259977884,89.99999759972718
89.7264299675355,89.99999750530323
89.72291145621263,89.99999740780395
89.71937046386626,89.99999730714974
89.7158069905437,89.99999720325948
89.7122210362932,89.99999709605046
89.70861260116392,89.99999698543841
89.70498168520595,89.99999687133747
89.70132828847031,89.99999675366013
89.69765241100899,89.99999663231728
89.69395405287496,89.99999650721816
89.69023321412213,89.9999963782703
89.68648989480542,89.99999624537958
89.68272409498074,89.99999610845012
89.67893581470504,89.99999596738434
89.67512505403627,89.99999582208287
89.67129181303342,89.99999567244457
89.66743609175654,89.99999551836652
89.66355789026674,89.99999535974395
89.65965720862621,89.99999519647027
89.65573404689819,89.99999502843701
89.65178840514707,89.99999485553383
89.64782028343834,89.99999467764847
89.6438296818386,89.99999449466675
89.63981660041559,89.99999430647252
89.63578103923821,89.99999411294768
89.63172299837653,89.99999391397209
89.62764247790179,89.99999370942368
89.6235394778864,89.99999349917825
89.61941399840401,89.99999328310957
89.61526603952946,89.99999306108937
89.61109560133883,89.99999283298719
89.60690268390942,89.99999259867049
89.60268728731987,89.99999235800453
89.59844941164995,89.99999211085249
89.59418905698085,89.99999185707523
89.58990622339498,89.99999159653146
89.58560091097608,89.99999132907762
89.58127311980923,89.99999105456787
89.57692284998082,89.99999077285412
89.5725501015786,89.99999048378588
89.56815487469173,89.99999018721037
89.56373716941069,89.99998988297246
89.55929698582739,89.99998957091458
89.55483432403514,89.99998925087677
89.55034918412868,89.99998892269663
89.54584156620419,89.99998858620927
89.54131147035928,89.99998824124735
89.53675889669306,89.99998788764098
89.53218384530608,89.99998752521775
89.52758631630044,89.99998715380265
89.5229663097797,89.99998677321814
89.518323825849,89.99998638328402
89.51365886461497,89.99998598381747
89.50897142618581,89.99998557463294
89.50426151067131,89.99998515554228
89.49952911818286,89.99998472635457
89.49477424883338,89.99998428687614
89.48999690273749,89.99998383691059
89.48519708001137,89.99998337625865
89.48037478077292,89.9999829047183
89.47553000514162,89.9999824220846
89.47066275323871,89.99998192814981
89.46577302518706,89.99998142270324
89.46086082111131,89.99998090553126
89.45592614113775,89.9999803764173
89.45096898539448,89.99997983514181
89.44598935401133,89.99997928148221
89.44098724711989,89.9999787152129
89.43596266485356,89.99997813610521
89.43091560734756,89.99997754392736
89.42584607473886,89.99997693844443
89.42075406716636,89.99997631941842
89.41563958477074,89.99997568660808
89.41050262769461,89.99997503976898
89.40534319608243,89.99997437865346
89.40016129008056,89.99997370301061
89.39495690983729,89.99997301258618
89.38973005550285,89.99997230712263
89.38448072722944,89.9999715863591
89.37920892517121,89.9999708500313
89.37391464948428,89.99997009787157
89.3685979003268,89.99996932960879
89.36325867785894,89.99996854496838
89.3578969822429,89.99996774367229
89.35251281364295,89.9999669254389
89.34710617222541,89.9999660899831
89.34167705815868,89.99996523701613
89.33622547161333,89.99996436624566
89.330751412762,89.9999634773757
89.32525488177947,89.9999625701066
89.3197358788427,89.999961644135
89.31419440413086,89.9999606991538
89.30863045782523,89.99995973485214
89.30304404010937,89.99995875091535
89.29743515116905,89.999957747025
89.29180379119231,89.99995672285868
89.28614996036943,89.99995567809023
89.28047365889299,89.9999546123895
89.27477488695786,89.9999535254224
89.26905364476123,89.99995241685085
89.26330993250266,89.99995128633277
89.25754375038406,89.99995013352208
89.25175509860966,89.99994895806852
89.24594397738618,89.99994775961781
89.24011038692267,89.99994653781152
89.23425432743066,89.99994529228704
89.22837579912412,89.99994402267752
89.22247480221948,89.99994272861196
89.21655133693568,89.99994140971499
89.21060540349414,89.99994006560703
89.20463700211884,89.99993869590412
89.19864613303628,89.99993730021795
89.19263279647552,89.99993587815581
89.18659699266824,89.99993442932055
89.18053872184868,89.99993295331056
89.17445798425375,89.99993144971975
89.16835478012295,89.99992991813747
89.16222910969847,89.99992835814854
89.1560809732252,89.99992676933316
89.1499103709507,89.9999251512669
89.14371730312526,89.99992350352068
89.13750177000192,89.99992182566069
89.13126377183644,89.99992011724842
89.12500330888744,89.9999183778406
89.11872038141627,89.99991660698913
89.11241498968712,89.99991480424107
89.10608713396704,89.99991296913866
89.09973681452591,89.99991110121915
89.09336403163653,89.99990920001495
89.08696878557453,89.99990726505344
89.08055107661855,89.99990529585698
89.07411090505013,89.9999032919429
89.06764827115376,89.99990125282346
89.06116317521692,89.99989917800582
89.05465561753012,89.99989706699195
89.04812559838686,89.99989491927866
89.0415731180837,89.99989273435754
89.0349981769203,89.9998905117149
89.02840077519933,89.99988825083177
89.02178091322665,89.99988595118387
89.01513859131119,89.99988361224153
89.00847380976506,89.99988123346967
89.00178656890354,89.9998788143278
88.99507686904509,89.99987635426994
88.98834471051138,89.9998738527446
88.98159009362737,89.99987130919475
88.9748130187212,89.99986872305776
88.96801348612435,89.99986609376539
88.96119149617155,89.99986342074372
88.9543470492009,89.99986070341319
88.94748014555381,89.99985794118842
88.94059078557507,89.99985513347835
88.93367896961284,89.99985227968604
88.92674469801874,89.99984937920874
88.91978797114777,89.99984643143782
88.9128087893584,89.99984343575869
88.90580715301257,89.99984039155083
88.89878306247574,89.99983729818774
88.89173651811686,89.99983415503684
88.88466752030845,89.99983096145951
88.87757606942658,89.999827716811
88.87046216585092,89.99982442044042
88.86332580996475,89.99982107169066
88.85616700215495,89.99981766989842
88.84898574281209,89.99981421439409
88.84178203233041,89.99981070450181
88.83455587110788,89.99980713953931
