theta_1,theta_2
90.0,90.00659999999999
89.97189642235142,90.00659999615827
89.88758579359292,90.0065998033043
89.74706899422692,90.00659790383769
89.55034938465857,90.00658852343354
89.29743564304702,90.00655676604316
88.98834573285177,90.00647181192247
88.62311198894298,90.00627819714519
88.2017872999128,90.005885211695
87.7244523471414,90.00515448160206
87.19122383727036,90.00388584035045
86.60226363341803,90.00180164702262
85.95778865170075,89.99852977359068
85.25808134416783,89.99358556040673
84.50350053892471,89.98635312467128
83.69449235606328,89.97606649692665
82.83160086844515,89.96179114877353
81.9154781350645,89.94240655237424
80.94689320825107,89.91659046866931
79.92673971124098,89.88280568578047
78.85604160584325,89.83928991179
77.73595682541308,89.78404945951641
76.56777853738632,89.7148572419807
75.35293391945692,89.62925542882678
74.0929804767925,89.524562905578
72.78960008296211,89.39788744521788
71.44459107993139,89.24614226589127
70.05985890687873,89.06606643228268
68.63740582924811,88.8542483828224
67.17932039745448,88.60715174691975
65.68776727329691,88.32114256520325
64.1649780217035,87.9925170419378
62.6132433818588,87.61752903482463
61.03490741530047,87.19241660922641
59.43236379188776,86.71342713367473
57.808054330662344,86.17684055267874
56.16446977313976,85.57899062457139
54.50415264044451,84.91628404332849
52.82970191868611,84.18521746558157
51.14377923167119,83.38239253379572
49.44911609638427,82.50452902439405
47.74852181260337,81.54847625939428
46.044891510264364,80.51122290809457
44.34121386285779,79.3899052791235
42.64057796815782,78.18181417108798
40.94617889490065,76.88440032074004
39.261321391620974,75.49527846979822
37.58942124752351,74.01223007424687
35.93400378029917,72.43320471247748
34.29869889652325,70.75632032122547
32.68723211956321,68.97986251240927
31.103410898685333,67.10228341307801
29.551105389845326,65.12220074050319
28.034222719600866,63.03839819348544
26.556673492915504,60.84982873007027
25.12232896742476,58.55562293267677
23.73496687900779,56.15510545210894
22.398203366175338,53.64782347698725
21.11540783026435,51.033592268766306
19.889596962269984,48.312563946021804
18.72330373245972,45.485326692739555
17.618417186011314,42.55304201414345
16.575989931837913,39.51762690411214
15.596013013125027,36.38198480967862
14.677163364369278,33.15028276674673
13.81653818263229,29.82826073971753
13.009403463795463,26.423542560864707
12.248999112010548,22.94589771205465
11.526455936913822,19.407385147071956
10.830882884144247,15.822304312493852
10.149667528947662,12.206895774644554
9.468995368508352,8.578779888427059
8.774540782974368,4.956188146311284
8.05223356547309,1.357103952046939
7.288981848516587,-2.2015412756375397
6.473246556518841,-5.704489463031267
5.595406823642017,-9.138524321756428
4.647909248833666,-12.492584149262889
3.6252357787679523,-15.757668125649866
2.5237454878333234,-18.92660892759916
1.3414463179546896,-21.99378291197801
0.07774183020903637,-24.954812971478287
-1.2668167528343897,-27.80629898589772
-2.690756276758626,-30.545593186135577
-4.191878001051154,-33.17062523209203
-5.767423513116726,-35.67977429789409
-7.414212382041587,-38.07178177971847
