theta_1,theta_2
90.0,90.0075
89.9718964224597,90.00749999594176
89.88758579532515,90.00749979983983
89.74706900299606,90.00749788629925
89.55034941237105,90.00748846800728
89.2974357106924,90.0074566307449
88.988345873076,90.00737153144208
88.62311224858817,90.0071776777459
88.20178774249749,90.00678432621038
87.72445305524423,90.0060530645912
87.19122491476853,90.00478368349191
86.60226520751893,90.00269849484836
85.95779087469266,89.9994253196827
85.25808439480515,89.9944794441975
84.50350462335439,89.98724492900432
83.69449770819647,89.97695574654088
82.83160774968066,89.96267730987354
81.91548683328253,89.94328903343356
80.94690403601591,89.91746862258529
79.9267530031821,89.88367881345518
78.85605771522447,89.84015726715222
77.73597611994587,89.78491025592945
76.56780139439451,89.71571065990281
75.3529607205503,89.6301006245131
74.0930116022502,89.52539902054258
72.78963590605915,89.39871361611975
71.44463196145884,89.24695763447588
70.05990519010516,89.06687015500489
68.63745783554947,88.85503963979926
67.17937842280148,88.60792974990947
65.68783158573719,88.32190656437493
64.16504885991753,87.99326633127708
62.61332095480758,87.61826295610501
61.03499190292641,87.19313455455611
59.43245534678213,86.71412854669786
57.80815308057521,86.17752492856313
56.16457582418426,85.57965750895067
54.50426608083465,84.91693303038406
52.829822822845564,84.18584819545224
51.14390766455736,83.38300468949184
49.44925211788444,82.50512232837302
47.748665481875776,81.5490504699284
46.04504288991493,80.51177781553413
44.34137302285993,79.39044070212968
42.640744989438694,78.18232995288488
40.94635387252991,76.88489632541351
39.2615044375479,75.49575457865282
37.58961249281438,74.01268618222335
35.93420337682841,72.43364072463018
34.29890701806858,70.75673614926589
32.68744896224596,68.98025807133804
31.103636680680413,67.1026586179558
29.55134035025984,65.12255550345289
28.034467116382825,63.038732421078834
26.556927599601927,60.85014232133333
25.122593068468014,58.55591577805665
23.735241263327225,56.155377433885654
22.398488318466644,53.6480744717879
21.11570361946415,51.033822153048526
19.889903826429403,48.31277260562372
18.723621859155735,45.4855140378146
17.618746687372266,42.553208000943265
16.576330813373335,39.517771565030834
15.596365135971013,36.38210829254145
14.677526401470496,33.15038538326967
13.816911570952245,29.828343021135932
13.00978635691853,26.423605315839964
12.249390340184604,22.945942078449686
11.5268539838599,19.407412626071842
10.831285890478012,15.822316772592455
10.15007332941401,12.206895416087
9.469401563973873,8.57876916644793
8.774944839706372,4.956169662111543
8.052632926888467,1.3570803297313712
7.289374041636855,-2.201567504309963
6.473629278070728,-5.704515947854825
5.595777997473059,-9.138548947733534
4.648267053838182,-12.492605054780123
3.625578652087619,-15.757683692150527
2.524072110644628,-18.92661775064956
1.341755591141358,-21.993783763254974
0.07803284575692573,-24.954804759051328
-1.2665447407635348,-27.806280717585995
-2.6905038787951763,-30.54556393847795
-4.1916457165778676,-33.17058412586294
-5.767211750948294,-35.67972048010825
-7.414021477968907,-38.071714411551085
-9.128585244665906,-40.34561531123013
-10.907195925749525,-42.500752056003016
-12.746002647818667,-44.536723856841235
-14.641069167403117,-46.453405235553596
-16.58841887339548,-48.250961094179246
-18.584067825915845,-49.929868903691144
-20.62404680318027,-51.49094593266985
-22.704413018128932,-52.93538014187291
-24.82125198934606,-54.26476387706659
-26.970670007540082,-55.481129789055984
