theta_1,theta_2
90.0,89.99459999999999
89.97189642090787,89.99459999904538
89.8875857704964,89.99459984949738
89.74706887730449,89.99459813768412
89.55034901515681,89.99458926245325
89.29743474110178,89.99455857003055
88.98834386317561,89.99447555169141
88.62310852695765,89.99428512254464
88.20178139867454,89.99389701832412
87.72444290555048,89.99317337541808
87.19120947021626,89.99191459909756
86.60224264468057,89.98984367712889
85.95775901059304,89.98658916090068
85.25804066705342,89.98166711286414
84.50344607684849,89.97446240486975
83.69442098978037,89.96420984234292
82.83150911209074,89.9499756775239
81.91536214955696,89.93064015252683
80.94674882524426,89.90488176953053
79.92656246803372,89.87116401016354
78.8558267911227,89.82772520905947
77.7356995350812,89.77257222014559
76.56747373904022,89.70347839539656
75.35257652342727,89.61798622735608
74.09256541105783,89.51341479824765
72.78912236882508,89.38687194589264
71.44404590512129,89.23527082066364
70.0592416927707,89.05535029110555
68.63671228916989,88.84369848007583
67.17854658356033,88.59677859496414
65.68690961017138,88.31095616406097
64.16403332564445,87.9825268071701
62.61220886559643,87.60774374454256
61.03378067866596,87.18284437010561
59.43114279958921,86.70407536492283
57.806737378819214,86.16771598619233
56.16305544655507,85.5700993190447
54.50263976275898,84.90763140983725
52.82808949758225,84.17680830213823
51.142066401205874,83.37423106651535
49.44730205835997,82.49661895317833
47.746605778672745,81.5408208063846
46.042872646229206,80.50382486752292
44.33909123639404,79.38276706756344
42.63835050099145,78.17493787744966
40.943845320285945,76.87778775563949
39.258880217843284,75.48893121414584
37.586870728068625,74.00614952702874
35.931341891308946,72.42739213773243
34.295923322200544,70.75077689413669
32.684340246311635,68.9745893642126
31.10039981898916,67.09728167411538
29.547971917237327,65.11747158018446
28.030963416564674,63.0339428551228
26.5532847142651,60.84564855745821
25.118806922642495,58.55171938384506
23.731307718245773,56.15148009380983
22.394403296153683,53.644477951145696
21.111463268097612,51.030528219340404
19.885504737168542,48.309782891644964
18.71906134691952,45.482829827570896
17.614023148802094,42.550829917422
16.571444173583828,39.51569913957634
15.591317389658167,36.38033940174894
14.672322240907317,33.14891555445274
13.811559070898035,29.82716463505457
13.004297653909669,26.42270677677866
