theta_1,theta_2
90.0,89.9977
89.97189642128079,89.99769999829955
89.88758577646301,89.99769983756417
89.7470689075095,89.99769807727372
89.55034911061173,89.99768907153936
89.29743497410546,89.9976581039987
88.98834434617872,89.99757458557914
88.62310942131252,89.9973833334698
88.20178292318036,89.9969939682486
87.72444534466713,89.9962684944556
87.1912131817784,89.995007169642
86.60224806690012,89.99293281915286
85.95776666809545,89.98967381884609
85.25805117565501,89.98474604461178
84.50346014675462,89.97753417332594
83.69443942687256,89.96727281020806
82.83153281698156,89.95302800580086
81.91539211413011,89.93367980327795
80.9467861264691,89.90790651329173
79.92660825894835,89.87417143827278
78.8558822890174,89.83071275095266
77.73576600707591,89.7755371654302
76.56755248542508,89.70641792024453
75.35266885930776,89.62089742448943
74.09267264699731,89.51629470954698
72.78924579128942,89.38971759647029
71.44418675758757,89.23807925313142
70.05940115835529,89.05811859874711
68.63689147555885,88.84642383771155
67.17874651089362,88.59945828646063
65.68713120235589,88.31358760567328
64.16427740536753,87.9851075661819
62.612476153103,87.61027155296183
61.03407179416653,87.18531713344902
59.431458268999734,86.70649116636041
57.80707764240619,86.17007308650801
56.16342086997434,85.57239615299103
54.503030649934104,84.90986657952429
52.82850610486219,84.1789805681038
51.14250895226482,83.37633933708676
49.44777075934557,82.49866227266645
47.747100833164836,81.54279834256236
46.04339426963142,80.50573589874273
44.339639669440004,79.38461096977149
42.63892602210072,78.17671411126659
40.94444825654969,76.87949585360329
39.25951095445312,75.49057076815679
37.58752971602268,74.00772017600367
35.93202965323508,72.42889355546723
34.296640456125445,70.75220877739832
32.685087427172945,68.97595142113742
31.101177797630765,67.09857361308755
29.548781516539854,65.11869309951362
28.031805524234077,63.035093634047264
26.55416027162258,60.84672824928126
25.119716908516516,58.552727612385745
23.73225312675087,56.15241645483133
22.39538510674598,53.64534202102708
21.112482405832626,51.03131957397587
19.886562020592173,48.31050113934905
18.720157420592685,45.4834746605288
17.615158397279625,42.55140118672266
16.572618614060023,39.51619695869402
15.592530541941212,36.380764281857026
14.673572976517784,33.14926857131622
13.812845448493409,29.827447620608424
13.005616756059593,26.42292251855192
12.245130000776232,22.945459491585876
11.522519418998051,19.40711390065797
10.82689734925539,15.822181560059297
10.145654391499292,12.206899755408632
9.464978355708876,8.57888631995918
8.770544953048034,4.956371302662238
8.048284202516735,1.3573378807837222
7.285103409661645,-2.201281613597527
6.469461820359573,-5.704227311090351
5.591736322344783,-9.138280596903357
4.644370991910391,-12.492377262240835
3.6218452214097434,-15.757514083057568
2.520515671487348,-18.926521618043697
1.338388110959031,-21.993774482043662
0.07486421074305968,-24.95489421857516
-1.2695064106217318,-27.806479720704495
-2.6932519359916376,-30.545882539524992
-4.194174725124049,-33.171031897311416
-5.769517261145064,-35.68030670856357
-7.416099835329647,-38.07244822931803
-9.130433429507455,-40.346505771884935
-10.908811419685867,-42.501808162538104
-12.747383323986112,-44.53795454998883
-14.642213202240413,-46.45481934842903
-16.589324678917382,-48.25256727775295
-18.584734002498283,-49.93167552598704
-20.624472113833257,-51.49296095310305
-22.70459638601323,-52.937610960863104
-24.8211925208375,-54.267217160083604
-26.97036704338883,-55.483811263692765
-29.148230932360125,-56.589902704514955
-31.35087517093027,-57.588517298896804
-33.574339415049785,-58.48323582937478
-35.81457556183959,-59.27823069165482
-38.067408751264686,-59.978297763819306
-40.328499203866805,-60.588879485436706
-42.59330918361977,-61.11607394171296
-44.857080102219896,-61.566623797985514
-47.11482510143295,-61.94787858697782
-49.36134207700804,-62.26772452634956
-51.59125079352427,-62.53447808043731
-53.79905539063322,-62.75674298701219
-55.97923037473937,-62.94323515772205
-58.12632463048827,-63.10258496804587
-60.235074836062175,-63.24313085494194
-62.30051773495539,-63.372720664815816
-64.31809057270387,-63.49853703968884
-66.28371074202904,-63.62696020136219
-68.19382885661511,-63.76347647314616
-70.04545328840992,-63.91263497614871
-71.83614778156252,-64.07804945325638
-73.56400643481697,-64.26243808837502
-75.22761182170733,-64.46769194153443
-76.82598234350279,-64.69496213117826
-78.35851436398636,-64.94475673916918
-79.82492362094676,-65.21704004421186
-81.2251891766527,-65.51132860653915
-82.55950199551377,-65.82678056963971
-83.82821925503724,-66.16227610674851
-85.03182475466755,-66.51648814145624
-86.1708952787623,-66.88794331890419
-87.2460724581776,-67.27507374786444
-88.25803951324382,-67.67626034214916
-89.20750220467247,-68.08986872845506
-90.09517333085638,-68.51427871311523
-90.92176016173607,-68.94790825574933
-91.68795427085182,-69.38923281478135
-92.39442330516073,-69.83680082941402
-93.04180430858689,-70.28924599835827
-93.630698285643,-70.74529691530074
-94.16166575379005,-71.20378452885313
-94.63522308699598,-71.66364781221142
-95.05183949862784,-72.12393795509621
-95.41193455025943,-72.58382132702145
-95.71587610531954,-73.04258140536398
-95.96397867392182,-73.49961981271004
-96.15650211885873,-73.95445656411923
-96.29365071369033,-74.4067295848946
-96.37557256310089,-74.85619352188965
-96.40235941412553,-75.3027178351281
-96.37404690525395,-75.74628412049962
-96.29061531947907,-76.1869825775995
-96.15199092762347,-76.6250074986731
-95.95804803012341,-77.0606516146192
-95.70861182902172,-77.49429909197958
-95.40346228701787,-77.92641693118405
-95.04233915636814,-78.35754447216242
-94.62494838586555,-78.78828067093234
-94.15097013677902,-79.21926877348336
-93.62006865501309,-79.65117798658068
-93.03190425187653,-80.0846817366449
-92.38614763299364,-80.5204321278813
-91.68249677551763,-80.95903027230429
-90.92069647782446,-81.40099228251523
-90.10056058250574,-81.84671090938785
-89.2219966929817,-82.29641308606266
-88.28503296049166,-82.75011401611044
-87.28984621345873,-83.20756891518015
-86.23679034972153,-83.66822406113883
-85.12642354552725,-84.1311693814811
-83.95953250494802,-84.59509533306426
-82.73715174895007,-85.05825720549788
-81.46057590336565,-85.51845008879536
-80.13136316065963,-85.97299748088112
-78.75132860255525,-86.4187558067498
-77.32252686708398,-86.85213599043834
-75.84722464531337,-87.26914177278292
-74.32786455806493,-87.66542290384628
-72.76702291315277,-88.03633991609874
-71.16736450766064,-88.37703615385455
-69.53159789922495,-88.68251227379133
-67.86243439210347,-88.94769859750625
-66.16255342584103,-89.16752141589932
-64.43457624368834,-89.3369604409786
-62.681048811724374,-89.45109585105405
-60.90443410396936,-89.50514456983076
-59.10711316909241,-89.49448640332996
-57.291393903447855,-89.41468134898237
-55.45952617754882,-89.26147977557333
-53.61372186879447,-89.03082728770549
-51.75617839488916,-88.71886599732717
-49.88910446938347,-88.32193369719249
-48.0147469689878,-87.83656212915184
-46.13541797857466,-87.25947521229212
-44.25352124263732,-86.58758777532196
-42.37157739017178,-85.81800504412108
-40.49224741000953,-84.94802287898399
-38.61835393724577,-83.97512854024437
-36.75289997323026,-82.89700158558996
-34.89908470749025,-81.71151436606381
-33.060316145747244,-80.41673148921642
-31.240220278686397,-79.01090755687476
-29.442646554412594,-77.4924824627951
-27.671669444256278,-75.86007355518824
-25.9315859143501,-74.11246403605281
-24.226908627821796,-72.24858709149385
-22.562354693147128,-70.26750543659023
-20.942829725291933,-68.1683862322993
-19.37340687135264,-65.9504717160896
-17.859300233853965,-63.61304642080332
-16.40583175019819,-61.155402594611004
-15.018389984144752,-58.57680646238501
-13.702378358629275,-55.876469404965626
-12.463148985400787,-53.053530141795406
-11.30591627896466,-50.107056794176486
-10.235641832118244,-47.03608151496737
-9.25687849462071,-43.83968537643607
-8.373557372354407,-40.51715734139913
-7.588697230689884,-37.06825766048412
-6.904013343849334,-33.493620736854226
-6.319405970495277,-29.79533050363221
-5.8323239738451775,-25.9776838566885
-5.437035718602029,-22.048112180698944
-5.123904536764107,-18.01814672014087
-4.878853831692033,-13.904196549266732
-4.683281474384953,-9.727803965523915
-4.514674126249435,-5.515044475434372
-4.348012715468247,-1.2949381077988447
-4.15777027336032,2.902886843285984
-3.9200342502824705,7.050685806648093
-3.6142248286092205,11.12457500816113
-3.2240747190142973,15.105577131055862
-2.737841018118092,18.979715602288966
-2.147947699587339,22.73742830058096
-1.4503283340910138,26.37265426551654
-0.6436916569840823,29.88187703332206
0.27115561528166937,33.26328842535094
1.291871390145866,36.516135270310215
2.415017574024971,39.64024960448328
3.636391101169594,42.63573455833135
4.951269018631282,45.50277053511873
6.354589418144094,48.24150875716041
7.84108622529465,50.852025306595415
9.405391468660007,53.334315206394194
11.04211474492756,55.68831160883243
12.745906497230543,57.91391948653652
14.511509422585101,60.011056460064154
16.333800690089888,61.97969577024279
18.207826532368898,63.81990813718332
20.128830032378378,65.53190052393205
22.092272455986343,67.1160507768314
24.093848192906304,68.5729378419265
26.129493201361495,69.90336782115176
28.19538675944398,71.10839657488152
30.28794627698497,72.18934992364728
32.403814896695394,73.14784276370102
34.539841604767936,73.98579858983574
36.69305358327972,74.70547100412104
38.860620586748276,75.30946875715097
41.039811244661685,75.80078567900063
43.22794142783859,76.1828364519897
45.42231523066881,76.45949848087591
47.62015978372333,76.63515904344537
49.81855608537373,76.71476538295337
52.014369354881495,76.7038734136413
54.20418400988629,76.60868834825523
56.38425006670644,76.43608811500492
58.55044917132211,76.19361846813169
60.698289017117126,75.88944803408748
62.822933917755165,75.53227312128237
64.91927623844325,75.13116669107413
66.98204817824414,74.69537348235528
69.00596674974749,74.23406282566009
70.98589824560581,73.75605994674758
72.9170239521414,73.26958275844123
74.79498794910377,72.78201204063795
76.61601098686528,72.29971791096008
78.37696073117954,71.82795599906024
80.07537619966338,71.37083556377335
81.70945093260343,70.93135191544583
83.27798393496,70.51146895587931
84.78030926680245,70.11223502665581
86.21621474659482,69.73391595828143
87.58585838947783,69.3761320211034
88.88968877939847,69.03798914511623
